model,fold,protein,tp0,tp1,tp2,tp3,tp4,tp5,fn0,fn1,fn2,fn3,fn4,fn5,fp0,fp1,fp2,fp3,fp4,fp5
adapter256,2,P81323,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P81428,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,P81755,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
adapter256,2,P81791,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,P81941,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,P82701,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P82807,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,P83370,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,P83403,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P83512,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,P84845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,P85013,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,P85079,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85247,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85253,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85254,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85255,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85257,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85258,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85259,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P85829,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,P85831,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,P85832,2,2,2,3,3,3,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,P85886,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
adapter256,2,P85966,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
adapter256,2,P86013,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,P86047,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,P86521,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,P89116,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0
adapter256,2,P91797,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,P97527,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,P97528,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,P97766,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,P97864,0,0,0,0,1,2,2,2,2,2,1,0,2,2,2,2,1,0
adapter256,2,P98139,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q00783,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q00829,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q01MB6,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q02246,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q03029,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q03198,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q03199,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
adapter256,2,Q03561,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q03655,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q04469,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q06135,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q06303,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q06304,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q06305,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q06306,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q06FX8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q06GS7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q06H14,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q06J16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q06RE8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q06SD3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q072L5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q07409,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q07488,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q07932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q08193,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q08271,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q08279,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q08676,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q08DY9,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q09MJ5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q09X34,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q0G9N6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0G9X9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0GY44,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0GY46,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0IDF4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q0II73,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
adapter256,2,Q0JF21,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q0NZX5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q0P3J6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q0SRD5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0TNR9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q0ZJ37,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q10XU6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q12039,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q12120,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q12173,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q12218,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q12355,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q12737,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q14002,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q14FH4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q14FJ4,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q16992,36,46,46,46,46,46,14,4,4,4,4,4,24,14,14,14,14,14
adapter256,2,Q18502,3,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q1A3Q1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q1A3Q2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q1A3Q6,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q1A3Q7,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
adapter256,2,Q1A3Q8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q1A3Q9,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q1A3R0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1ACL6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1ELT9,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q1ELU2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1ELU3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1ELV0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0
adapter256,2,Q1G3I0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1I8U1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q1KVV2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1KXX6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q1L658,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,Q1L659,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
adapter256,2,Q1L777,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q1PBD1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q1W694,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1W695,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q1XDH0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q20EY3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q24049,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
adapter256,2,Q27441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q27J48,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q27Q54,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q28106,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
adapter256,2,Q28198,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q28278,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
adapter256,2,Q28315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q28380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q28661,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q28896,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q2EI26,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q2F9P2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q2F9P4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q2I2R6,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0
adapter256,2,Q2I2R7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q2I2R8,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q2L8Z0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q2MIB7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q2MIK4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q2PFV2,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q2PMS6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q2RQ23,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q2V2G5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q2VEJ3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q2XQ09,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q31CR0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q32LD3,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q32RP3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q32RW6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q33C56,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q3BAQ9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q3C1G0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q3E880,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q3ECM0,0,2,2,2,2,3,4,2,2,2,2,1,4,2,2,2,2,1
adapter256,2,Q3M4K0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q3T0P5,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q3YEE9,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q3YEG9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
adapter256,2,Q3YEH0,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
adapter256,2,Q3YEH1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q3YEH2,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q3YEH4,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
adapter256,2,Q3YEH5,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q3YEH6,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0
adapter256,2,Q3YEH7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q3ZD69,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q3ZJ18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q41142,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q43007,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q46HA2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q49L15,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q4G3C7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q4GWU5,0,1,1,1,1,2,2,1,1,1,1,0,2,1,1,1,1,0
adapter256,2,Q4QXT9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q4V3D2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q4VZQ0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q4ZFU1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q4ZFU2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q51822,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q51825,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q51826,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q51827,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q54LM2,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
adapter256,2,Q56P17,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q56VR3,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0
adapter256,2,Q589B1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q58L93,0,0,1,1,2,2,2,2,1,1,0,0,2,2,1,1,0,0
adapter256,2,Q58L94,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,Q58L95,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,Q58L96,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
adapter256,2,Q59L96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q59SG9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q59UP6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q59UT4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q59UT5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q59VW6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q5A1A9,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q5AA33,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q5ABW2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5AFN8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5AGC4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5AHE8,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q5AJY5,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q5AK97,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q5AMF7,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q5CZK2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5CZK5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q5DW47,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
adapter256,2,Q5F1N4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q5G8A6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q5I4E5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q5I4E6,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q5IS54,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q5IS99,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q5R790,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5R8J0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q5SC59,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q5SC60,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q5SCX1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q5XUW8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q5Y4U4,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q60136,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q60431,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
adapter256,2,Q61330,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q624D2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q62682,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q62845,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q63064,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0
adapter256,2,Q63198,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
adapter256,2,Q63207,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
adapter256,2,Q634M0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q64389,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q65H47,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q68IP5,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0
adapter256,2,Q68LC0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q68S23,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q68Y22,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0
adapter256,2,Q698K8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q69Z26,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6B8V0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6ENJ4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6ENY5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q6EW65,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q6GUL6,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q6HDK0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q6IVA5,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q6IWB1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6JLX1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q6JQN2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6L3B3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q6M0N7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6NKW9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6PN80,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
adapter256,2,Q6PN81,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
adapter256,2,Q6PN82,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q6PN83,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q6PN84,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
adapter256,2,Q6PN85,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
adapter256,2,Q6PN86,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
adapter256,2,Q6PPB3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6PTD1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6PTD4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q6PTD5,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q6PTD6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q6PTD7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q6RY98,0,0,0,1,2,2,15,15,15,14,13,13,15,15,15,14,13,13
adapter256,2,Q6SA95,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0
adapter256,2,Q6T271,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q6UWN0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
adapter256,2,Q6YXN4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
adapter256,2,Q70XC3,1,2,2,2,2,2,1,0,0,0,0,0,4,3,3,3,3,3
adapter256,2,Q70Y14,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q730L4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q79AV1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q7M6Z0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
adapter256,2,Q7SZD9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256,2,Q7SZE0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
adapter256,2,Q7U9L1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q7V323,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q7V4T1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q7VDR4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adapter256,2,Q7YJY5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
adapter256,2,Q7YZS9,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1
