tag,frac,n_train,fold,protein,tp3,fn3,fp3,tp0,fn0,fp0
proj,40,2131,5,B8I178,1,0,1,1,0,1
proj,40,2131,5,B8K1V9,0,3,3,0,3,3
proj,40,2131,5,B8ZPV1,1,0,0,0,1,1
proj,40,2131,5,B9DNE8,1,0,1,1,0,1
proj,40,2131,5,B9DU56,1,0,0,1,0,0
proj,40,2131,5,B9E020,1,0,1,1,0,1
proj,40,2131,5,B9ENM6,1,0,0,1,0,0
proj,40,2131,5,B9IZ18,1,0,1,1,0,1
proj,40,2131,5,B9MRB7,1,0,0,1,0,0
proj,40,2131,5,B9TQX1,1,0,0,1,0,0
proj,40,2131,5,B9TQX2,1,0,0,1,0,0
proj,40,2131,5,B9TQX3,0,1,1,0,1,1
proj,40,2131,5,B9TQX4,1,0,1,0,1,2
proj,40,2131,5,C0HJK2,0,1,0,0,1,0
proj,40,2131,5,C0HJK4,1,0,0,0,1,1
proj,40,2131,5,C0HK27,0,2,0,0,2,0
proj,40,2131,5,C0HKS3,0,3,3,0,3,3
proj,40,2131,5,C0HKS5,0,3,3,0,3,3
proj,40,2131,5,C0HKU2,1,0,1,1,0,1
proj,40,2131,5,C0HL17,5,2,4,5,2,4
proj,40,2131,5,C0M7I0,1,0,0,0,1,1
proj,40,2131,5,C0ME76,1,0,0,0,1,1
proj,40,2131,5,C1BJ98,1,0,0,1,0,0
proj,40,2131,5,C1C7A1,1,0,0,0,1,1
proj,40,2131,5,C1CE94,1,0,0,0,1,1
proj,40,2131,5,C1CKH0,1,0,0,0,1,1
proj,40,2131,5,C1CRK7,1,0,0,0,1,1
proj,40,2131,5,C1ETN9,1,0,1,1,0,1
proj,40,2131,5,C1FVW6,1,0,1,1,0,1
proj,40,2131,5,C1KVI7,1,0,0,0,1,1
proj,40,2131,5,C3L3J4,1,0,1,1,0,1
proj,40,2131,5,C3L6X4,1,0,1,1,0,1
proj,40,2131,5,C3P9C8,1,0,1,1,0,1
proj,40,2131,5,C4L4N3,1,0,1,1,0,1
proj,40,2131,5,C4YMJ3,1,0,0,1,0,0
proj,40,2131,5,C4YNQ5,0,1,0,0,1,0
proj,40,2131,5,C4YSF6,1,0,0,1,0,0
proj,40,2131,5,C4Z9Z8,1,0,1,1,0,1
proj,40,2131,5,C4ZY59,0,1,1,0,1,1
proj,40,2131,5,C5D5G7,1,0,1,1,0,1
proj,40,2131,5,C6EVG7,1,9,4,1,9,4
proj,40,2131,5,C6Y4B5,0,1,1,0,1,1
proj,40,2131,5,D0PX84,1,0,1,0,1,2
proj,40,2131,5,D0PX85,1,0,1,0,1,2
proj,40,2131,5,D2Y1X9,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y0,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y1,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y2,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y3,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y4,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y5,1,1,0,1,1,0
proj,40,2131,5,D2Y1Y6,2,0,0,2,0,0
proj,40,2131,5,D2Y1Y7,2,0,0,2,0,0
proj,40,2131,5,D2Y1Y8,2,0,0,2,0,0
proj,40,2131,5,D2Y1Y9,1,1,0,1,1,0
proj,40,2131,5,D2Y1Z0,2,0,0,2,0,0
proj,40,2131,5,D2Y1Z2,2,0,0,2,0,0
proj,40,2131,5,D2Y1Z4,1,1,0,1,1,0
proj,40,2131,5,D2Y1Z5,2,0,0,2,0,0
proj,40,2131,5,D2Y1Z6,1,1,0,1,1,0
proj,40,2131,5,D2Y1Z7,1,1,0,1,1,0
proj,40,2131,5,D2Y1Z8,1,1,0,1,1,0
proj,40,2131,5,D2Y1Z9,1,1,0,1,1,0
proj,40,2131,5,D2Y200,1,1,0,1,1,0
proj,40,2131,5,D2Y201,1,1,0,1,1,0
proj,40,2131,5,D2Y202,1,1,0,1,1,0
proj,40,2131,5,D2Y203,1,1,0,1,1,0
proj,40,2131,5,D2Y232,1,1,0,1,1,0
proj,40,2131,5,D2Y233,2,0,0,2,0,0
proj,40,2131,5,D2Y236,2,0,0,1,1,1
proj,40,2131,5,D2Y237,2,0,0,1,1,1
proj,40,2131,5,D2Y238,2,0,0,1,1,1
proj,40,2131,5,D2Y239,2,0,0,1,1,1
proj,40,2131,5,D2Y240,2,0,0,1,1,1
proj,40,2131,5,D2Y241,2,0,0,1,1,1
proj,40,2131,5,D2Y242,2,0,0,1,1,1
proj,40,2131,5,D2Y243,2,0,0,1,1,1
proj,40,2131,5,D2Y244,2,0,0,1,1,1
proj,40,2131,5,D2Y245,2,0,0,1,1,1
proj,40,2131,5,D2Y246,2,0,0,1,1,1
proj,40,2131,5,D2Y247,2,0,0,1,1,1
proj,40,2131,5,D2Y248,2,0,0,2,0,0
proj,40,2131,5,D2Y249,2,0,0,1,1,1
proj,40,2131,5,D2Y250,2,0,0,1,1,1
proj,40,2131,5,D2Y251,1,0,0,0,1,1
proj,40,2131,5,D2Y252,1,0,0,0,1,1
proj,40,2131,5,D2Y2A0,1,1,0,0,2,1
proj,40,2131,5,D2Y2A1,1,1,0,0,2,1
proj,40,2131,5,D2Y2A2,1,1,0,0,2,1
proj,40,2131,5,D2Y2A3,1,1,0,0,2,1
proj,40,2131,5,D2Y2A4,1,1,0,0,2,1
proj,40,2131,5,D2Y2A5,1,1,0,0,2,1
proj,40,2131,5,D2Y2A6,1,1,0,0,2,1
proj,40,2131,5,D2Y2A7,1,1,0,0,2,1
proj,40,2131,5,D2Y2A8,1,1,0,0,2,1
proj,40,2131,5,D2Y2A9,1,1,0,0,2,1
proj,40,2131,5,D2Y2B0,1,1,0,0,2,1
proj,40,2131,5,D2Y2B1,1,1,0,0,2,1
proj,40,2131,5,D2Y2B2,1,1,0,0,2,1
proj,40,2131,5,D2Y2B3,1,1,0,0,2,1
proj,40,2131,5,D2Y2B4,1,1,0,0,2,1
proj,40,2131,5,D2Y2B5,1,1,0,0,2,1
proj,40,2131,5,D2Y2B6,1,0,0,0,1,1
proj,40,2131,5,D2Y2B7,1,0,0,0,1,1
proj,40,2131,5,D2Y2B8,1,0,0,0,1,1
proj,40,2131,5,D2Y2B9,1,0,0,0,1,1
proj,40,2131,5,D2Y2C1,2,0,0,1,1,1
proj,40,2131,5,D2Y2D2,1,1,0,1,1,0
proj,40,2131,5,D2Y2D7,1,1,0,1,1,0
proj,40,2131,5,D2Y2D8,1,0,0,0,1,1
proj,40,2131,5,D2Y2D9,1,0,0,0,1,1
proj,40,2131,5,D2Y2E8,2,0,0,1,1,1
proj,40,2131,5,D2Y2E9,2,0,0,1,1,1
proj,40,2131,5,D2Y2F0,2,0,0,1,1,1
proj,40,2131,5,D2Y2F1,2,0,0,2,0,0
proj,40,2131,5,D2Y2G3,2,0,0,1,1,1
proj,40,2131,5,D2Y2G4,2,0,0,1,1,1
proj,40,2131,5,D2Y2G5,2,0,0,1,1,1
proj,40,2131,5,D2Y2G6,2,0,0,1,1,1
proj,40,2131,5,D2Y2G7,2,0,0,1,1,1
proj,40,2131,5,D2Y2G8,2,0,0,1,1,1
proj,40,2131,5,D2Y2G9,2,0,0,1,1,1
proj,40,2131,5,D2Y2H1,1,0,0,0,1,1
proj,40,2131,5,D2Y2H2,1,0,0,0,1,1
proj,40,2131,5,D2Y2H3,1,1,0,0,2,1
proj,40,2131,5,D2Y2H4,1,1,0,0,2,1
proj,40,2131,5,D2Y2H5,1,1,0,0,2,1
proj,40,2131,5,D2Y2H6,2,0,0,1,1,1
proj,40,2131,5,D2Y2H7,2,0,0,1,1,1
proj,40,2131,5,D2Y2H8,2,0,0,1,1,1
proj,40,2131,5,D2Y2I3,1,1,0,0,2,1
proj,40,2131,5,D2Y2I5,1,1,0,1,1,0
proj,40,2131,5,D2Y2I6,1,1,0,1,1,0
proj,40,2131,5,D2Y2L5,2,0,0,1,1,1
proj,40,2131,5,D2Y2M0,2,0,0,1,1,1
proj,40,2131,5,D2Y2M1,2,0,0,1,1,1
proj,40,2131,5,D2Y2M2,2,0,0,1,1,1
proj,40,2131,5,D2Y2M3,2,0,0,1,1,1
proj,40,2131,5,D2Y2M4,2,0,0,1,1,1
proj,40,2131,5,D2Y2M5,2,0,0,2,0,0
proj,40,2131,5,D2Y2M6,2,0,0,1,1,1
proj,40,2131,5,D2Y2M8,2,0,0,1,1,1
proj,40,2131,5,D2Y2M9,2,0,0,1,1,1
proj,40,2131,5,D2Y2N0,2,0,0,1,1,1
proj,40,2131,5,D2Y2N1,2,0,0,1,1,1
proj,40,2131,5,D2Y2N2,2,0,0,1,1,1
proj,40,2131,5,D2Y2N3,2,0,0,1,1,1
proj,40,2131,5,D2Y2N4,2,0,0,1,1,1
proj,40,2131,5,D2Y2N5,2,0,0,1,1,1
proj,40,2131,5,D2Y2N6,2,0,0,1,1,1
proj,40,2131,5,D2Y2N7,2,0,0,1,1,1
proj,40,2131,5,D2Y2N9,1,0,0,0,1,1
proj,40,2131,5,D2Y2P0,1,0,0,0,1,1
proj,40,2131,5,D2Y2P1,1,0,0,0,1,1
proj,40,2131,5,D2Y2P2,1,0,0,0,1,1
proj,40,2131,5,D3ZTT2,1,0,0,1,0,0
proj,40,2131,5,D4B388,1,0,0,1,0,0
proj,40,2131,5,D5J9S0,0,2,2,0,2,2
proj,40,2131,5,D5KXH3,1,0,0,0,1,1
proj,40,2131,5,D9IX97,0,1,2,0,1,2
proj,40,2131,5,E2A3M7,1,0,1,1,0,1
proj,40,2131,5,E2E4L2,1,0,1,1,0,1
proj,40,2131,5,E2S064,2,0,0,1,1,1
proj,40,2131,5,E5KIB6,2,0,0,2,0,0
proj,40,2131,5,F1N5C8,1,0,0,1,0,0
proj,40,2131,5,F1R4U0,1,0,0,0,1,1
proj,40,2131,5,F4IVN9,1,0,0,1,0,0
proj,40,2131,5,F4JL85,1,0,0,1,0,0
proj,40,2131,5,F4K6R7,0,1,1,0,1,1
proj,40,2131,5,F4KB79,1,2,0,0,3,1
proj,40,2131,5,F5CPE8,0,2,2,0,2,2
proj,40,2131,5,F6KSI8,0,1,1,0,1,1
proj,40,2131,5,G1UBC2,1,0,0,1,0,0
proj,40,2131,5,G3MU46,3,3,2,3,3,2
proj,40,2131,5,H3BJG9,0,1,1,0,1,1
proj,40,2131,5,I1S2N3,0,1,1,0,1,1
proj,40,2131,5,K7LFJ0,0,1,2,0,1,2
proj,40,2131,5,K7LSB9,0,1,1,0,1,1
proj,40,2131,5,L0GCJ6,0,2,2,0,2,2
proj,40,2131,5,M1E1F0,0,2,2,0,2,2
proj,40,2131,5,M1E1F1,0,2,2,0,2,2
proj,40,2131,5,O00451,1,0,0,0,1,1
proj,40,2131,5,O04500,1,0,0,0,1,1
proj,40,2131,5,O08619,0,1,1,0,1,1
proj,40,2131,5,O08842,1,0,0,0,1,1
proj,40,2131,5,O09164,0,1,0,0,1,0
proj,40,2131,5,O09209,2,1,2,2,1,2
proj,40,2131,5,O13035,1,4,0,0,5,1
proj,40,2131,5,O13156,0,1,1,0,1,1
proj,40,2131,5,O13157,1,0,0,0,1,1
proj,40,2131,5,O13351,1,0,0,0,1,1
proj,40,2131,5,O14669,0,1,2,0,1,2
proj,40,2131,5,O18492,1,2,0,0,3,1
proj,40,2131,5,O18493,1,2,0,0,3,1
proj,40,2131,5,O18641,5,2,4,5,2,4
proj,40,2131,5,O18794,0,2,0,0,2,0
proj,40,2131,5,O18811,0,1,2,0,1,2
proj,40,2131,5,O18815,0,1,0,0,1,0
proj,40,2131,5,O18845,0,1,2,0,1,2
proj,40,2131,5,O23006,0,1,1,0,1,1
proj,40,2131,5,O31422,0,2,1,0,2,1
proj,40,2131,5,O32388,1,0,0,1,0,0
proj,40,2131,5,O35118,1,0,0,1,0,0
proj,40,2131,5,O44662,0,6,0,0,6,0
proj,40,2131,5,O44663,0,5,1,0,5,1
proj,40,2131,5,O44664,0,6,1,0,6,1
proj,40,2131,5,O44665,0,5,1,0,5,1
proj,40,2131,5,O45027,4,2,2,4,2,2
proj,40,2131,5,O46617,1,0,2,0,1,3
proj,40,2131,5,O60609,1,0,0,1,0,0
proj,40,2131,5,O61016,1,0,0,1,0,0
proj,40,2131,5,O61271,3,0,0,3,0,0
proj,40,2131,5,O62697,1,0,0,0,1,1
proj,40,2131,5,O62820,1,0,1,1,0,1
proj,40,2131,5,O70176,2,0,2,2,0,2
proj,40,2131,5,O75326,0,1,2,0,1,2
proj,40,2131,5,O76198,1,0,0,0,1,1
proj,40,2131,5,O76818,3,6,6,3,6,6
proj,40,2131,5,O81003,1,1,0,1,1,0
proj,40,2131,5,O81277,2,0,1,2,0,1
proj,40,2131,5,O82227,1,0,0,1,0,0
proj,40,2131,5,O89117,2,0,0,0,2,2
proj,40,2131,5,O93512,1,0,0,1,0,0
proj,40,2131,5,O94549,0,1,1,0,1,1
proj,40,2131,5,O95399,1,0,0,1,0,0
proj,40,2131,5,O97395,1,2,0,1,2,0
proj,40,2131,5,O97946,0,2,0,0,2,0
proj,40,2131,5,O97980,0,1,1,0,1,1
proj,40,2131,5,P00273,0,1,0,0,1,0
proj,40,2131,5,P00488,0,1,1,0,1,1
proj,40,2131,5,P01165,0,1,1,0,1,1
proj,40,2131,5,P01203,0,1,1,0,1,1
proj,40,2131,5,P01205,0,1,1,0,1,1
proj,40,2131,5,P01282,3,0,2,3,0,2
proj,40,2131,5,P01283,3,0,2,3,0,2
proj,40,2131,5,P01284,2,0,0,2,0,0
proj,40,2131,5,P01298,1,2,1,1,2,1
proj,40,2131,5,P01299,1,2,1,1,2,1
proj,40,2131,5,P01300,1,1,1,1,1,1
proj,40,2131,5,P01301,1,1,1,1,1,1
proj,40,2131,5,P01302,2,1,1,2,1,1
proj,40,2131,5,P01303,2,0,0,2,0,0
proj,40,2131,5,P01304,1,0,1,1,0,1
proj,40,2131,5,P01307,1,0,0,1,0,0
proj,40,2131,5,P01347,1,1,1,1,1,1
proj,40,2131,5,P01348,1,1,1,0,2,2
proj,40,2131,5,P01349,0,2,0,0,2,0
proj,40,2131,5,P01364,0,3,0,0,3,0
proj,40,2131,5,P02814,0,1,2,0,1,2
proj,40,2131,5,P02866,0,2,0,0,2,0
proj,40,2131,5,P02870,1,1,0,0,2,1
proj,40,2131,5,P02873,0,1,0,0,1,0
proj,40,2131,5,P02896,1,0,0,1,0,0
proj,40,2131,5,P04058,1,0,0,1,0,0
proj,40,2131,5,P04090,2,0,0,1,1,1
proj,40,2131,5,P04279,0,1,0,0,1,0
proj,40,2131,5,P04566,2,0,0,2,0,0
proj,40,2131,5,P04808,2,0,0,0,2,2
proj,40,2131,5,P05140,1,0,0,0,1,1
proj,40,2131,5,P05161,1,0,0,1,0,0
proj,40,2131,5,P05186,1,0,1,1,0,1
proj,40,2131,5,P05187,1,0,0,1,0,0
proj,40,2131,5,P05408,0,1,1,0,1,1
proj,40,2131,5,P05657,1,0,1,1,0,1
proj,40,2131,5,P05834,1,0,0,0,1,1
proj,40,2131,5,P06303,1,1,0,1,1,0
proj,40,2131,5,P06884,1,1,1,1,1,1
proj,40,2131,5,P07140,1,0,0,1,0,0
proj,40,2131,5,P07224,1,0,0,1,0,0
proj,40,2131,5,P07225,1,0,0,1,0,0
proj,40,2131,5,P07602,0,4,1,0,4,1
proj,40,2131,5,P07662,0,1,1,0,1,1
proj,40,2131,5,P07692,1,0,0,1,0,0
proj,40,2131,5,P07808,2,0,0,2,0,0
proj,40,2131,5,P07987,1,0,0,1,0,0
proj,40,2131,5,P08289,1,0,1,1,0,1
proj,40,2131,5,P08697,0,1,1,0,1,1
proj,40,2131,5,P08947,3,0,0,3,0,0
proj,40,2131,5,P08948,3,0,0,3,0,0
proj,40,2131,5,P08950,3,0,0,2,1,1
proj,40,2131,5,P09040,2,3,1,2,3,1
proj,40,2131,5,P09242,1,0,1,0,1,2
proj,40,2131,5,P09475,1,1,1,0,2,2
proj,40,2131,5,P09487,1,0,1,0,1,2
proj,40,2131,5,P09681,1,1,1,0,2,2
proj,40,2131,5,P09805,1,0,0,0,1,1
proj,40,2131,5,P09923,1,0,0,1,0,0
proj,40,2131,5,P09971,5,2,4,5,2,4
proj,40,2131,5,P0A312,1,0,0,1,0,0
proj,40,2131,5,P0A313,1,0,0,1,0,0
proj,40,2131,5,P0C1T5,0,1,2,0,1,2
proj,40,2131,5,P0C249,1,0,0,0,1,1
proj,40,2131,5,P0C2S8,1,0,0,0,1,1
proj,40,2131,5,P0C2X7,2,0,0,2,0,0
proj,40,2131,5,P0C5X7,2,0,0,2,0,0
proj,40,2131,5,P0C8S6,0,1,1,0,1,1
proj,40,2131,5,P0C957,1,0,1,1,0,1
proj,40,2131,5,P0C958,1,0,1,1,0,1
proj,40,2131,5,P0CG54,1,0,0,1,0,0
proj,40,2131,5,P0CH28,1,0,0,1,0,0
proj,40,2131,5,P0CH56,2,0,0,2,0,0
proj,40,2131,5,P0CH70,1,0,0,1,0,0
proj,40,2131,5,P0CI88,0,1,0,0,1,0
proj,40,2131,5,P0CS83,1,0,0,1,0,0
proj,40,2131,5,P0CS93,0,1,1,0,1,1
proj,40,2131,5,P0CW02,0,1,1,0,1,1
proj,40,2131,5,P0CW03,0,1,1,0,1,1
proj,40,2131,5,P0CY26,1,0,0,1,0,0
proj,40,2131,5,P0CY27,1,0,0,1,0,0
proj,40,2131,5,P0CY28,0,1,0,0,1,0
proj,40,2131,5,P0CY29,0,1,0,0,1,0
proj,40,2131,5,P0DE28,1,0,0,1,0,0
proj,40,2131,5,P0DE29,1,0,0,1,0,0
proj,40,2131,5,P0DJ06,1,0,0,1,0,0
proj,40,2131,5,P0DJ95,1,0,0,1,0,0
proj,40,2131,5,P0DJI8,0,1,0,0,1,0
proj,40,2131,5,P0DKL3,0,1,1,0,1,1
proj,40,2131,5,P0DKM3,0,1,0,0,1,0
proj,40,2131,5,P0DKN1,0,1,0,0,1,0
proj,40,2131,5,P0DL57,1,0,1,0,1,2
proj,40,2131,5,P0DL58,1,1,0,0,2,1
proj,40,2131,5,P0DM55,0,1,0,0,1,0
proj,40,2131,5,P0DM67,1,0,1,1,0,1
proj,40,2131,5,P0DM68,2,0,0,2,0,0
proj,40,2131,5,P0DMD7,1,1,0,1,1,0
proj,40,2131,5,P0DMG0,1,1,2,0,2,3
proj,40,2131,5,P0DN01,1,0,1,0,1,2
proj,40,2131,5,P0DN03,1,0,1,1,0,1
proj,40,2131,5,P0DN04,1,0,0,1,0,0
proj,40,2131,5,P0DN98,1,0,1,1,0,1
proj,40,2131,5,P0DP14,1,0,0,0,1,1
proj,40,2131,5,P0DP55,1,1,0,1,1,0
proj,40,2131,5,P0DPU4,0,1,0,0,1,0
proj,40,2131,5,P0DQA3,0,1,0,0,1,0
proj,40,2131,5,P0DQA4,0,1,0,0,1,0
proj,40,2131,5,P0DQA5,0,1,0,0,1,0
proj,40,2131,5,P0DRB9,1,0,0,1,0,0
proj,40,2131,5,P0DRC4,0,1,0,0,1,0
proj,40,2131,5,P0DRI2,0,2,2,0,2,2
proj,40,2131,5,P0DRJ4,14,0,0,8,6,6
proj,40,2131,5,P0DTJ9,0,2,1,0,2,1
proj,40,2131,5,P0DUT2,4,2,2,3,3,3
proj,40,2131,5,P0DUT6,3,2,0,1,4,2
proj,40,2131,5,P0DY21,1,0,1,0,1,2
proj,40,2131,5,P10082,2,0,0,2,0,0
proj,40,2131,5,P10419,1,2,36,0,3,37
proj,40,2131,5,P10552,16,0,0,14,2,2
proj,40,2131,5,P10601,2,0,0,2,0,0
proj,40,2131,5,P10631,2,0,0,2,0,0
proj,40,2131,5,P10674,1,0,0,1,0,0
proj,40,2131,5,P10675,1,0,0,0,1,1
proj,40,2131,5,P10696,1,0,0,1,0,0
proj,40,2131,5,P10960,1,2,0,0,3,1
proj,40,2131,5,P11159,5,2,4,5,2,4
proj,40,2131,5,P11184,1,1,1,0,2,2
proj,40,2131,5,P11185,1,1,1,0,2,2
proj,40,2131,5,P11952,0,2,2,0,2,2
proj,40,2131,5,P11953,0,2,1,0,2,1
proj,40,2131,5,P12661,0,1,1,0,1,1
proj,40,2131,5,P12872,0,1,2,0,1,2
proj,40,2131,5,P12961,0,1,2,0,1,2
proj,40,2131,5,P13083,1,0,0,1,0,0
proj,40,2131,5,P13589,2,0,1,2,0,1
proj,40,2131,5,P14138,0,1,4,0,1,4
proj,40,2131,5,P14608,0,1,0,0,1,0
proj,40,2131,5,P14765,2,0,0,2,0,0
proj,40,2131,5,P14894,0,2,0,0,2,0
proj,40,2131,5,P14904,0,1,0,0,1,0
proj,40,2131,5,P15369,1,0,0,0,1,1
proj,40,2131,5,P15411,3,0,0,2,1,1
proj,40,2131,5,P15513,19,0,1,18,1,2
proj,40,2131,5,P15693,1,0,0,1,0,0
proj,40,2131,5,P15797,1,0,0,0,1,1
proj,40,2131,5,P16404,0,1,0,0,1,0
proj,40,2131,5,P16613,2,0,2,2,0,2
proj,40,2131,5,P17118,0,1,0,0,1,0
proj,40,2131,5,P17681,1,2,1,0,3,2
proj,40,2131,5,P18509,2,0,0,2,0,0
proj,40,2131,5,P18844,0,1,3,0,1,3
proj,40,2131,5,P19111,1,0,1,1,0,1
proj,40,2131,5,P19260,0,1,1,0,1,1
proj,40,2131,5,P19425,0,1,0,0,1,0
proj,40,2131,5,P19599,0,1,1,0,1,1
proj,40,2131,5,P19660,1,0,0,0,1,1
proj,40,2131,5,P19707,0,1,0,0,1,0
proj,40,2131,5,P19708,0,1,0,0,1,0
proj,40,2131,5,P19884,2,0,0,1,1,1
proj,40,2131,5,P19971,0,1,0,0,1,0
proj,40,2131,5,P19998,0,1,2,0,1,2
proj,40,2131,5,P20481,29,4,3,26,7,6
proj,40,2131,5,P20948,1,0,0,0,1,1
proj,40,2131,5,P21591,2,0,1,0,2,3
proj,40,2131,5,P22226,0,1,1,0,1,1
proj,40,2131,5,P22287,0,2,1,0,2,1
proj,40,2131,5,P22304,1,0,0,0,1,1
proj,40,2131,5,P22969,2,0,0,0,2,2
proj,40,2131,5,P23431,1,0,0,0,1,1
proj,40,2131,5,P23535,1,0,0,1,0,0
proj,40,2131,5,P23546,1,0,0,0,1,1
proj,40,2131,5,P24665,2,0,0,1,1,1
proj,40,2131,5,P24822,1,0,1,1,0,1
proj,40,2131,5,P24823,1,0,0,0,1,1
proj,40,2131,5,P26329,1,0,0,1,0,0
proj,40,2131,5,P26334,1,0,0,1,0,0
proj,40,2131,5,P26335,0,1,0,0,1,0
proj,40,2131,5,P26727,3,0,0,3,0,0
proj,40,2131,5,P26731,3,0,0,2,1,1
proj,40,2131,5,P26733,3,0,0,2,1,1
proj,40,2131,5,P26734,3,0,0,2,1,1
proj,40,2131,5,P26735,3,0,0,3,0,0
proj,40,2131,5,P26736,3,0,0,2,1,1
proj,40,2131,5,P26737,3,0,0,2,1,1
proj,40,2131,5,P26738,3,0,0,2,1,1
proj,40,2131,5,P26739,3,0,0,1,2,2
proj,40,2131,5,P26740,3,0,0,2,1,1
proj,40,2131,5,P26741,3,0,0,2,1,1
proj,40,2131,5,P26742,3,0,0,1,2,2
proj,40,2131,5,P26743,3,0,0,1,2,2
proj,40,2131,5,P26779,1,3,0,0,4,1
proj,40,2131,5,P27114,0,1,1,0,1,1
proj,40,2131,5,P27666,1,0,0,0,1,1
proj,40,2131,5,P27682,0,1,2,0,1,2
proj,40,2131,5,P28672,1,1,0,1,1,0
proj,40,2131,5,P28673,2,0,0,2,0,0
proj,40,2131,5,P28674,1,1,1,1,1,1
proj,40,2131,5,P28800,0,1,0,0,1,0
proj,40,2131,5,P28825,1,0,1,1,0,1
proj,40,2131,5,P28826,1,0,0,0,1,1
proj,40,2131,5,P29425,1,0,0,0,1,1
proj,40,2131,5,P29519,3,0,0,2,1,1
proj,40,2131,5,P29523,1,0,1,1,0,1
proj,40,2131,5,P32089,1,0,0,0,1,1
proj,40,2131,5,P32194,1,0,0,0,1,1
proj,40,2131,5,P32195,1,0,0,0,1,1
proj,40,2131,5,P32196,1,0,0,0,1,1
proj,40,2131,5,P32329,1,1,0,1,1,0
proj,40,2131,5,P32623,1,0,0,1,0,0
proj,40,2131,5,P32648,3,0,2,3,0,2
proj,40,2131,5,P32649,2,0,0,2,0,0
proj,40,2131,5,P32950,1,0,0,0,1,1
proj,40,2131,5,P32951,1,0,0,0,1,1
proj,40,2131,5,P33046,1,0,0,0,1,1
proj,40,2131,5,P33689,2,0,0,2,0,0
proj,40,2131,5,P33715,1,0,0,1,0,0
proj,40,2131,5,P33718,3,0,0,3,0,0
proj,40,2131,5,P33719,3,0,0,3,0,0
proj,40,2131,5,P33720,3,0,0,3,0,0
proj,40,2131,5,P33721,3,0,0,2,1,1
proj,40,2131,5,P33722,3,0,0,2,1,1
proj,40,2131,5,P34026,1,0,0,1,0,0
proj,40,2131,5,P34806,0,1,1,0,1,1
proj,40,2131,5,P34962,0,1,1,0,1,1
proj,40,2131,5,P34963,0,1,1,0,1,1
proj,40,2131,5,P34964,1,0,1,1,0,1
proj,40,2131,5,P35460,0,1,1,0,1,1
proj,40,2131,5,P35461,1,0,0,1,0,0
proj,40,2131,5,P35518,1,0,0,1,0,0
proj,40,2131,5,P36193,1,1,1,0,2,2
proj,40,2131,5,P36560,0,1,1,0,1,1
proj,40,2131,5,P39105,1,0,0,1,0,0
proj,40,2131,5,P40765,0,1,0,0,1,0
proj,40,2131,5,P41365,1,0,0,0,1,1
proj,40,2131,5,P41534,1,1,2,1,1,2
proj,40,2131,5,P41535,2,0,0,2,0,0
proj,40,2131,5,P41585,0,2,4,0,2,4
proj,40,2131,5,P41876,9,3,2,8,4,3
proj,40,2131,5,P41964,0,1,0,0,1,0
proj,40,2131,5,P42723,1,1,0,0,2,1
proj,40,2131,5,P42785,1,0,0,0,1,1
proj,40,2131,5,P43030,0,1,2,0,1,2
proj,40,2131,5,P43443,2,0,0,1,1,1
proj,40,2131,5,P45644,3,1,2,3,1,2
proj,40,2131,5,P46157,1,1,0,0,2,1
proj,40,2131,5,P46158,0,2,1,0,2,1
proj,40,2131,5,P46161,1,0,0,0,1,1
proj,40,2131,5,P46167,1,0,0,0,1,1
proj,40,2131,5,P46591,1,0,0,1,0,0
proj,40,2131,5,P47476,1,0,0,1,0,0
proj,40,2131,5,P47932,1,1,1,1,1,1
proj,40,2131,5,P48097,2,0,0,2,0,0
proj,40,2131,5,P48098,2,0,0,1,1,1
proj,40,2131,5,P48143,3,1,2,3,1,2
proj,40,2131,5,P48144,0,3,2,0,3,2
proj,40,2131,5,P48299,0,1,2,0,1,2
proj,40,2131,5,P48503,0,1,0,0,1,0
proj,40,2131,5,P48756,1,1,1,0,2,2
proj,40,2131,5,P49126,1,0,0,1,0,0
proj,40,2131,5,P49913,1,0,0,0,1,1
proj,40,2131,5,P49928,1,0,1,0,1,2
proj,40,2131,5,P49929,1,0,0,0,1,1
proj,40,2131,5,P49930,0,1,3,0,1,3
proj,40,2131,5,P49931,1,0,0,0,1,1
proj,40,2131,5,P49932,1,0,0,0,1,1
proj,40,2131,5,P49933,1,0,0,0,1,1
proj,40,2131,5,P49934,1,0,1,0,1,2
proj,40,2131,5,P50496,0,1,1,0,1,1
proj,40,2131,5,P50497,0,1,1,0,1,1
proj,40,2131,5,P50498,0,1,1,0,1,1
proj,40,2131,5,P50499,1,0,0,1,0,0
proj,40,2131,5,P51437,1,0,0,1,0,0
proj,40,2131,5,P51453,1,0,1,1,0,1
proj,40,2131,5,P51454,2,0,0,1,1,1
proj,40,2131,5,P51455,2,0,0,2,0,0
proj,40,2131,5,P51456,2,0,0,1,1,1
proj,40,2131,5,P51524,1,0,2,0,1,3
proj,40,2131,5,P51654,1,0,0,1,0,0
proj,40,2131,5,P51694,2,0,0,2,0,0
proj,40,2131,5,P51740,1,0,0,1,0,0
