model,fold,protein,task,length,m3
adapter256,2,Q4VZQ0,propep,24,0
adapter256,2,Q4ZFU1,propep,26,1
adapter256,2,Q4ZFU2,propep,26,1
adapter256,2,Q51822,propep,28,1
adapter256,2,Q51825,propep,28,1
adapter256,2,Q51826,propep,28,1
adapter256,2,Q51827,propep,27,1
adapter256,2,Q54LM2,propep,21,1
adapter256,2,Q56P17,propep,22,0
adapter256,2,Q56VR3,propep,18,1
adapter256,2,Q56VR3,propep,28,0
adapter256,2,Q589B1,propep,22,0
adapter256,2,Q58L93,propep,20,1
adapter256,2,Q58L93,propep,28,0
adapter256,2,Q58L94,propep,20,1
adapter256,2,Q58L94,propep,28,0
adapter256,2,Q58L95,propep,20,1
adapter256,2,Q58L95,propep,28,0
adapter256,2,Q58L96,propep,20,1
adapter256,2,Q58L96,propep,28,0
adapter256,2,Q59L96,propep,24,1
adapter256,2,Q59SG9,propep,22,1
adapter256,2,Q59UP6,propep,20,1
adapter256,2,Q59UT4,propep,20,1
adapter256,2,Q59UT5,propep,25,1
adapter256,2,Q59VW6,propep,19,0
adapter256,2,Q5A1A9,propep,28,1
adapter256,2,Q5AA33,propep,22,0
adapter256,2,Q5ABW2,propep,22,1
adapter256,2,Q5AFN8,propep,19,1
adapter256,2,Q5AGC4,propep,23,1
adapter256,2,Q5AHE8,propep,31,1
adapter256,2,Q5AJY5,propep,21,1
adapter256,2,Q5AK97,propep,23,1
adapter256,2,Q5AMF7,propep,23,1
adapter256,2,Q5CZK2,pep,27,1
adapter256,2,Q5CZK2,pep,24,1
adapter256,2,Q5CZK5,pep,24,1
adapter256,2,Q5CZK5,pep,21,0
adapter256,2,Q5DW47,pep,11,1
adapter256,2,Q5DW47,pep,50,0
adapter256,2,Q5DW47,propep,20,0
adapter256,2,Q5F1N4,propep,11,0
adapter256,2,Q5G8A6,pep,10,0
adapter256,2,Q5I4E5,propep,10,1
adapter256,2,Q5I4E6,pep,47,0
adapter256,2,Q5I4E6,propep,6,0
adapter256,2,Q5IS54,propep,9,0
adapter256,2,Q5IS54,propep,19,0
adapter256,2,Q5IS99,propep,9,0
adapter256,2,Q5IS99,propep,19,0
adapter256,2,Q5R790,pep,28,1
adapter256,2,Q5R8J0,propep,12,1
adapter256,2,Q5SC59,pep,21,1
adapter256,2,Q5SC60,pep,21,1
adapter256,2,Q5SCX1,propep,16,0
adapter256,2,Q5XUW8,propep,10,0
adapter256,2,Q5Y4U4,propep,26,1
adapter256,2,Q60136,propep,31,0
adapter256,2,Q60431,propep,9,0
adapter256,2,Q60431,propep,19,0
adapter256,2,Q61330,propep,26,1
adapter256,2,Q624D2,propep,19,1
adapter256,2,Q62682,propep,26,1
adapter256,2,Q62845,propep,26,1
adapter256,2,Q63064,pep,47,0
adapter256,2,Q63064,propep,26,1
adapter256,2,Q63198,propep,20,0
adapter256,2,Q63207,propep,20,1
adapter256,2,Q63207,propep,48,1
adapter256,2,Q634M0,propep,15,0
adapter256,2,Q64389,pep,24,0
adapter256,2,Q64389,propep,27,1
adapter256,2,Q65H47,propep,16,0
adapter256,2,Q68IP5,pep,12,1
adapter256,2,Q68IP5,propep,26,0
adapter256,2,Q68LC0,propep,35,0
adapter256,2,Q68S23,propep,24,0
adapter256,2,Q68Y22,pep,36,1
adapter256,2,Q68Y22,propep,27,0
adapter256,2,Q698K8,propep,16,0
adapter256,2,Q69Z26,propep,26,1
adapter256,2,Q6B8V0,propep,8,1
adapter256,2,Q6ENJ4,propep,24,1
adapter256,2,Q6ENY5,propep,24,1
adapter256,2,Q6EW65,propep,24,0
adapter256,2,Q6GUL6,propep,35,0
adapter256,2,Q6HDK0,propep,15,0
adapter256,2,Q6IVA5,propep,35,0
adapter256,2,Q6IWB1,pep,12,1
adapter256,2,Q6JLX1,propep,35,0
adapter256,2,Q6JQN2,pep,13,1
adapter256,2,Q6JQN2,propep,31,1
adapter256,2,Q6L3B3,propep,24,1
adapter256,2,Q6M0N7,propep,8,1
adapter256,2,Q6NKW9,propep,26,1
adapter256,2,Q6PN80,pep,14,0
adapter256,2,Q6PN80,propep,35,0
adapter256,2,Q6PN81,pep,15,1
adapter256,2,Q6PN81,propep,28,1
adapter256,2,Q6PN82,pep,12,1
adapter256,2,Q6PN82,propep,29,1
adapter256,2,Q6PN83,pep,13,1
adapter256,2,Q6PN83,propep,29,1
adapter256,2,Q6PN84,pep,15,1
adapter256,2,Q6PN84,propep,29,1
adapter256,2,Q6PN85,pep,15,1
adapter256,2,Q6PN85,propep,29,1
adapter256,2,Q6PN86,pep,14,1
adapter256,2,Q6PN86,propep,29,1
adapter256,2,Q6PPB3,pep,21,1
adapter256,2,Q6PPB3,propep,25,1
adapter256,2,Q6PTD1,pep,16,1
adapter256,2,Q6PTD1,propep,27,1
adapter256,2,Q6PTD4,pep,16,1
adapter256,2,Q6PTD4,propep,27,1
adapter256,2,Q6PTD5,pep,17,1
adapter256,2,Q6PTD5,propep,27,1
adapter256,2,Q6PTD6,pep,14,1
adapter256,2,Q6PTD6,propep,27,1
adapter256,2,Q6PTD7,pep,21,1
adapter256,2,Q6PTD7,propep,25,1
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,pep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,24,0
adapter256,2,Q6RY98,propep,10,1
adapter256,2,Q6SA95,propep,21,1
adapter256,2,Q6SA95,propep,39,1
adapter256,2,Q6T271,propep,15,0
adapter256,2,Q6UWN0,propep,21,1
adapter256,2,Q6YXN4,propep,21,1
adapter256,2,Q70XC3,pep,13,1
adapter256,2,Q70XC3,propep,15,1
adapter256,2,Q70Y14,propep,24,0
adapter256,2,Q730L4,propep,15,0
adapter256,2,Q79AV1,propep,8,1
adapter256,2,Q7M6Z0,propep,22,1
adapter256,2,Q7SZD9,propep,24,0
adapter256,2,Q7SZE0,propep,24,0
adapter256,2,Q7U9L1,propep,10,1
adapter256,2,Q7V323,propep,9,1
adapter256,2,Q7V4T1,propep,10,1
adapter256,2,Q7VDR4,propep,10,1
adapter256,2,Q7YJY5,propep,22,0
adapter256,2,Q7YZS9,propep,5,0
adapter256,2,Q7Z090,propep,15,1
adapter256,2,Q7Z1Y7,propep,26,0
adapter256,2,Q7ZW34,propep,21,0
adapter256,2,Q7ZZS9,propep,18,0
adapter256,2,Q804X6,propep,20,1
adapter256,2,Q804X6,propep,50,0
adapter256,2,Q805F4,propep,20,0
adapter256,2,Q805F6,propep,24,0
adapter256,2,Q80WD0,propep,21,1
adapter256,2,Q80WD1,propep,30,0
adapter256,2,Q812G9,pep,14,1
adapter256,2,Q812G9,propep,38,1
adapter256,2,Q818E2,propep,15,0
adapter256,2,Q81LR5,propep,15,0
adapter256,2,Q85BB6,propep,18,1
adapter256,2,Q85FN7,propep,21,1
adapter256,2,Q85FY2,propep,6,1
adapter256,2,Q85X72,propep,22,1
adapter256,2,Q86N75,pep,11,1
adapter256,2,Q86RB2,pep,16,1
adapter256,2,Q86UN2,propep,21,1
adapter256,2,Q86UN3,propep,30,0
adapter256,2,Q877A8,propep,12,1
adapter256,2,Q8AXZ4,propep,22,1
adapter256,2,Q8BFS3,pep,27,1
adapter256,2,Q8BFS3,pep,24,1
adapter256,2,Q8BG41,propep,49,1
adapter256,2,Q8BVP6,propep,21,1
adapter256,2,Q8CHK2,pep,27,1
adapter256,2,Q8CHK2,pep,24,1
adapter256,2,Q8CJY7,propep,34,1
adapter256,2,Q8CXC9,propep,13,0
adapter256,2,Q8I912,propep,5,1
adapter256,2,Q8I913,propep,5,1
adapter256,2,Q8I914,propep,5,1
adapter256,2,Q8IDN0,propep,24,1
adapter256,2,Q8IS98,propep,10,1
adapter256,2,Q8IVL8,propep,22,1
adapter256,2,Q8IWV2,propep,26,1
adapter256,2,Q8JIM3,pep,12,1
adapter256,2,Q8JIM3,pep,9,0
adapter256,2,Q8JIM3,pep,18,1
adapter256,2,Q8JIM3,pep,18,1
adapter256,2,Q8JIM3,propep,18,0
adapter256,2,Q8JIM3,propep,43,0
adapter256,2,Q8JJ51,propep,21,0
adapter256,2,Q8K0S5,propep,21,1
adapter256,2,Q8K3U6,propep,17,1
adapter256,2,Q8K4P1,pep,29,1
adapter256,2,Q8K4P2,pep,29,1
adapter256,2,Q8LW54,pep,26,1
adapter256,2,Q8LW54,propep,20,0
adapter256,2,Q8MA00,propep,21,1
adapter256,2,Q8MJC3,propep,9,0
adapter256,2,Q8MJC3,propep,19,0
adapter256,2,Q8MJU1,propep,9,0
adapter256,2,Q8MJU1,propep,19,0
adapter256,2,Q8MJV4,pep,29,1
adapter256,2,Q8MKI5,propep,9,0
adapter256,2,Q8MKI5,propep,19,0
adapter256,2,Q8MMJ7,pep,13,1
adapter256,2,Q8MMJ7,propep,29,1
adapter256,2,Q8MTX2,pep,13,1
adapter256,2,Q8MTX2,propep,32,1
adapter256,2,Q8N6Q3,propep,29,1
adapter256,2,Q8NG41,pep,29,1
adapter256,2,Q8QG89,propep,20,0
adapter256,2,Q8RB77,propep,10,0
adapter256,2,Q8S8Y4,propep,24,0
adapter256,2,Q8SQ23,propep,13,0
adapter256,2,Q8SWI4,propep,29,1
adapter256,2,Q8T9R8,pep,42,0
adapter256,2,Q8UUG0,pep,22,1
adapter256,2,Q8UUG0,propep,33,1
adapter256,2,Q8UUG2,pep,22,1
adapter256,2,Q8UUG2,propep,33,1
adapter256,2,Q8WI34,propep,21,1
adapter256,2,Q8WPU1,propep,23,1
adapter256,2,Q8WXF3,pep,27,1
adapter256,2,Q8WXF3,pep,24,1
adapter256,2,Q8XIS3,propep,7,0
adapter256,2,Q8YYG5,propep,8,1
adapter256,2,Q90325,propep,47,0
adapter256,2,Q90326,propep,47,0
adapter256,2,Q90391,propep,21,0
adapter256,2,Q90392,propep,21,0
adapter256,2,Q90VW7,pep,25,0
adapter256,2,Q90VW7,propep,14,0
adapter256,2,Q90W79,propep,28,1
adapter256,2,Q90WC0,propep,16,0
adapter256,2,Q90YA6,propep,16,0
adapter256,2,Q90ZX8,pep,25,0
adapter256,2,Q90ZX8,propep,21,0
adapter256,2,Q90ZY0,pep,25,0
adapter256,2,Q90ZY0,propep,21,0
adapter256,2,Q92405,propep,12,1
adapter256,2,Q93R80,propep,28,1
adapter256,2,Q93V72,propep,25,1
adapter256,2,Q93Z08,propep,22,1
adapter256,2,Q95222,propep,41,0
adapter256,2,Q95ND5,propep,9,0
adapter256,2,Q95ND5,propep,19,0
adapter256,2,Q95ND7,propep,18,1
adapter256,2,Q95ND7,propep,35,0
adapter256,2,Q96316,propep,24,1
adapter256,2,Q96PL2,propep,24,0
adapter256,2,Q97JJ9,propep,7,0
adapter256,2,Q98995,propep,16,0
adapter256,2,Q98SP2,propep,15,0
adapter256,2,Q99013,propep,21,1
adapter256,2,Q99219,pep,26,1
adapter256,2,Q99M75,propep,26,1
adapter256,2,Q99PI8,propep,26,1
adapter256,2,Q9AVB0,propep,15,1
adapter256,2,Q9AVB0,propep,25,1
adapter256,2,Q9AYP9,propep,18,1
adapter256,2,Q9AYP9,propep,24,1
adapter256,2,Q9BBS2,propep,24,1
adapter256,2,Q9BDB7,pep,8,0
adapter256,2,Q9BH21,pep,11,1
adapter256,2,Q9BH21,propep,26,1
adapter256,2,Q9BH75,pep,11,1
adapter256,2,Q9BH75,propep,29,1
adapter256,2,Q9BH79,pep,13,0
adapter256,2,Q9BH79,propep,34,0
adapter256,2,Q9BH81,pep,19,1
adapter256,2,Q9BH81,propep,26,1
adapter256,2,Q9BH86,pep,12,1
adapter256,2,Q9BH86,propep,26,1
adapter256,2,Q9BHA6,pep,33,1
adapter256,2,Q9BHA6,propep,25,1
adapter256,2,Q9BMP8,propep,22,1
adapter256,2,Q9BP43,pep,20,1
adapter256,2,Q9BP46,pep,14,0
adapter256,2,Q9BP46,propep,23,0
adapter256,2,Q9BP47,pep,38,1
adapter256,2,Q9BP51,pep,33,1
adapter256,2,Q9BP51,propep,25,1
adapter256,2,Q9BP53,pep,19,1
adapter256,2,Q9BP53,propep,24,1
adapter256,2,Q9BP56,pep,16,1
adapter256,2,Q9BP56,propep,23,1
adapter256,2,Q9BPD1,pep,18,1
adapter256,2,Q9BPD1,propep,24,1
adapter256,2,Q9BPD2,pep,24,0
adapter256,2,Q9BPD2,propep,33,0
adapter256,2,Q9BPD3,pep,18,1
adapter256,2,Q9BPD3,propep,24,1
adapter256,2,Q9BPD4,pep,18,1
adapter256,2,Q9BPD4,propep,24,1
adapter256,2,Q9BPD5,pep,19,1
adapter256,2,Q9BPD5,propep,24,1
adapter256,2,Q9BPD6,pep,19,1
adapter256,2,Q9BPD6,propep,24,1
adapter256,2,Q9BPD7,pep,8,0
adapter256,2,Q9BPD7,propep,35,0
adapter256,2,Q9BPD9,pep,14,0
adapter256,2,Q9BPD9,propep,41,0
adapter256,2,Q9BPE0,pep,16,0
adapter256,2,Q9BPE0,propep,40,0
adapter256,2,Q9BPE1,pep,16,0
adapter256,2,Q9BPE1,propep,40,0
adapter256,2,Q9BPE2,pep,18,1
adapter256,2,Q9BPE2,propep,26,1
adapter256,2,Q9BPE3,pep,31,0
adapter256,2,Q9BPE3,propep,25,1
adapter256,2,Q9BPE4,pep,11,1
adapter256,2,Q9BPE4,propep,30,1
adapter256,2,Q9BPE5,pep,12,1
adapter256,2,Q9BPE5,propep,30,1
adapter256,2,Q9BPE6,pep,11,1
adapter256,2,Q9BPE6,propep,29,1
adapter256,2,Q9BPE7,pep,11,1
adapter256,2,Q9BPE7,propep,27,1
adapter256,2,Q9BPE9,pep,12,1
adapter256,2,Q9BPE9,propep,29,0
adapter256,2,Q9BPF1,pep,14,1
adapter256,2,Q9BPF1,propep,26,1
adapter256,2,Q9BPF2,pep,11,1
adapter256,2,Q9BPF2,propep,26,1
adapter256,2,Q9BPF3,pep,13,1
adapter256,2,Q9BPF3,propep,26,1
adapter256,2,Q9BPF4,pep,12,1
adapter256,2,Q9BPF4,propep,30,1
adapter256,2,Q9BPF5,pep,15,1
adapter256,2,Q9BPF5,propep,28,1
adapter256,2,Q9BPF7,pep,15,1
adapter256,2,Q9BPF7,propep,26,1
adapter256,2,Q9BPF9,pep,14,1
adapter256,2,Q9BPF9,propep,24,1
adapter256,2,Q9BPG0,pep,12,1
adapter256,2,Q9BPG0,propep,26,1
adapter256,2,Q9BPG1,pep,10,1
adapter256,2,Q9BPG1,propep,31,1
adapter256,2,Q9BPG2,pep,10,1
adapter256,2,Q9BPG2,propep,31,1
adapter256,2,Q9BPG5,pep,10,1
adapter256,2,Q9BPG5,propep,28,1
adapter256,2,Q9BPG6,pep,13,1
adapter256,2,Q9BPG6,propep,31,1
adapter256,2,Q9BPG7,pep,14,1
adapter256,2,Q9BPG7,propep,28,1
adapter256,2,Q9BPG8,pep,11,1
adapter256,2,Q9BPG8,propep,30,1
adapter256,2,Q9BPH0,pep,14,1
adapter256,2,Q9BPH0,propep,28,1
adapter256,2,Q9BPH1,pep,12,1
adapter256,2,Q9BPH1,propep,24,0
adapter256,2,Q9BPH2,pep,13,1
adapter256,2,Q9BPH2,propep,23,1
adapter256,2,Q9BZR6,propep,26,1
adapter256,2,Q9C169,propep,12,1
adapter256,2,Q9C7F7,propep,28,0
adapter256,2,Q9C9B1,propep,25,1
adapter256,2,Q9CQW3,propep,18,1
adapter256,2,Q9D3P9,pep,6,1
adapter256,2,Q9D3P9,pep,13,1
adapter256,2,Q9D3P9,pep,5,0
adapter256,2,Q9F1K9,propep,9,1
adapter256,2,Q9FGF6,pep,13,1
adapter256,2,Q9FGF6,propep,39,1
adapter256,2,Q9FGH4,propep,23,1
adapter256,2,Q9FNQ2,propep,29,1
adapter256,2,Q9FZ86,propep,26,1
adapter256,2,Q9FZD0,propep,25,1
adapter256,2,Q9GJY2,propep,24,1
adapter256,2,Q9GK16,propep,24,1
adapter256,2,Q9GLG4,pep,11,0
adapter256,2,Q9GLG4,pep,17,0
adapter256,2,Q9GLG4,pep,34,0
adapter256,2,Q9GLG4,pep,11,0
adapter256,2,Q9GLP2,pep,15,0
adapter256,2,Q9GLP2,propep,23,1
adapter256,2,Q9GQW4,pep,13,1
adapter256,2,Q9GQW4,propep,31,1
adapter256,2,Q9GSA4,pep,11,1
adapter256,2,Q9IAB0,propep,24,0
adapter256,2,Q9IAX6,propep,25,0
adapter256,2,Q9IAY0,propep,23,0
adapter256,2,Q9IAY1,propep,23,0
adapter256,2,Q9IAY2,propep,26,0
adapter256,2,Q9IAY3,propep,23,0
adapter256,2,Q9JM53,propep,47,0
adapter256,2,Q9JMB8,propep,29,1
adapter256,2,Q9KD78,propep,15,0
adapter256,2,Q9M088,propep,24,1
adapter256,2,Q9M2G1,propep,25,1
adapter256,2,Q9MS55,propep,8,1
adapter256,2,Q9MS58,propep,17,1
adapter256,2,Q9MS61,propep,11,1
adapter256,2,Q9MS64,propep,13,1
adapter256,2,Q9MS67,propep,17,1
adapter256,2,Q9MS70,propep,17,1
adapter256,2,Q9MS73,propep,11,1
adapter256,2,Q9MS76,propep,16,1
adapter256,2,Q9MS79,propep,12,1
adapter256,2,Q9MTL6,propep,22,1
adapter256,2,Q9MUS0,propep,10,1
adapter256,2,Q9N0E3,propep,26,1
adapter256,2,Q9N4D8,pep,12,0
adapter256,2,Q9N4D8,pep,34,0
adapter256,2,Q9N4D8,pep,7,1
adapter256,2,Q9N4D8,pep,47,0
adapter256,2,Q9N661,propep,8,0
adapter256,2,Q9NDE8,pep,7,1
adapter256,2,Q9NDE8,pep,7,1
adapter256,2,Q9NDE8,pep,7,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,6,1
adapter256,2,Q9NDE8,pep,7,1
adapter256,2,Q9NDE8,propep,17,1
adapter256,2,Q9NDE8,propep,10,1
adapter256,2,Q9NDE8,propep,16,0
adapter256,2,Q9NDE8,propep,17,1
adapter256,2,Q9NDE8,propep,9,1
adapter256,2,Q9NDE8,propep,9,1
adapter256,2,Q9NDE8,propep,14,1
adapter256,2,Q9NDE8,propep,12,1
adapter256,2,Q9NDE8,propep,12,1
adapter256,2,Q9NDE8,propep,15,1
adapter256,2,Q9NDE8,propep,15,1
adapter256,2,Q9NDE8,propep,15,1
adapter256,2,Q9NDE8,propep,25,1
adapter256,2,Q9NDE8,propep,23,0
adapter256,2,Q9NDE8,propep,7,1
adapter256,2,Q9NDE8,propep,28,1
adapter256,2,Q9NDE8,propep,30,1
adapter256,2,Q9NDE8,propep,30,1
adapter256,2,Q9NDE8,propep,32,1
adapter256,2,Q9NDE8,propep,21,1
adapter256,2,Q9P232,propep,26,1
adapter256,2,Q9P378,propep,26,1
adapter256,2,Q9PVK9,propep,16,0
adapter256,2,Q9PW35,propep,23,0
adapter256,2,Q9PW36,propep,25,0
adapter256,2,Q9PWJ0,propep,25,0
adapter256,2,Q9QUG3,propep,24,1
adapter256,2,Q9S0W8,propep,22,0
adapter256,2,Q9S9K4,propep,26,1
adapter256,2,Q9SD84,propep,23,1
adapter256,2,Q9SKW7,pep,15,1
adapter256,2,Q9SKW7,pep,15,1
adapter256,2,Q9SKW7,pep,15,1
adapter256,2,Q9SKW7,propep,47,0
adapter256,2,Q9SKW7,propep,10,1
adapter256,2,Q9SKW7,propep,10,1
adapter256,2,Q9SUV6,propep,22,1
adapter256,2,Q9TKY7,propep,9,1
adapter256,2,Q9TUX7,pep,11,1
adapter256,2,Q9TUX7,pep,18,1
adapter256,2,Q9TUX7,propep,44,1
adapter256,2,Q9TUX7,propep,14,0
adapter256,2,Q9TY83,propep,10,1
adapter256,2,Q9TY84,propep,10,1
adapter256,2,Q9U619,pep,13,1
adapter256,2,Q9U619,propep,30,1
adapter256,2,Q9U6Z5,pep,12,1
adapter256,2,Q9U6Z5,propep,29,1
adapter256,2,Q9U6Z9,pep,13,1
adapter256,2,Q9U6Z9,propep,29,1
adapter256,2,Q9U700,pep,11,1
adapter256,2,Q9U700,propep,27,1
adapter256,2,Q9UKY0,propep,24,1
adapter256,2,Q9UQ52,propep,29,1
adapter256,2,Q9UV63,propep,26,0
adapter256,2,Q9VLK4,pep,31,1
adapter256,2,Q9VLK4,propep,50,0
adapter256,2,Q9VLK4,propep,5,1
adapter256,2,Q9VT50,pep,40,0
adapter256,2,Q9VT50,pep,30,1
adapter256,2,Q9VT50,propep,50,0
adapter256,2,Q9VTM6,propep,23,1
adapter256,2,Q9VU58,pep,10,0
adapter256,2,Q9VU58,propep,15,0
adapter256,2,Q9VU58,propep,42,0
adapter256,2,Q9VVF7,pep,9,1
adapter256,2,Q9VVF7,pep,9,1
adapter256,2,Q9VVF7,pep,13,1
adapter256,2,Q9VVF7,pep,11,1
adapter256,2,Q9VVF7,pep,10,1
adapter256,2,Q9VVF7,propep,39,0
adapter256,2,Q9VVF7,propep,6,1
adapter256,2,Q9W7S2,propep,25,0
adapter256,2,Q9WUG6,pep,21,1
adapter256,2,Q9WVA8,pep,11,1
adapter256,2,Q9WVA8,pep,11,0
adapter256,2,Q9WVA8,propep,48,0
adapter256,2,Q9WVA8,propep,16,0
adapter256,2,Q9WVA9,pep,11,1
adapter256,2,Q9WVA9,pep,11,0
adapter256,2,Q9WVA9,propep,48,1
adapter256,2,Q9WVA9,propep,16,0
adapter256,2,Q9XZK6,pep,17,1
adapter256,2,Q9XZK6,propep,28,1
adapter256,2,Q9XZK7,pep,17,1
adapter256,2,Q9XZK7,propep,28,1
adapter256,2,Q9Y5Q6,pep,24,1
adapter256,2,Q9Y5Q6,pep,21,0
adapter256,2,Q9Y7Y7,propep,24,1
adapter256,2,Q9YI19,propep,16,0
adapter256,2,Q9Z0J1,propep,29,1
adapter256,2,Q9Z0X1,propep,47,0
adapter256,2,R4JJN6,pep,13,1
adapter256,2,R4JJN6,propep,29,1
adapter256,2,R4JNJ5,pep,14,1
adapter256,2,R4JNJ5,propep,29,1
adapter256,2,R4JQZ0,pep,13,1
adapter256,2,R4JQZ0,propep,29,1
adapter256,2,R4ZCU1,pep,29,0
adapter256,2,R4ZCU1,pep,29,1
adapter256,2,R4ZCU1,pep,29,1
adapter256,2,R4ZCU1,pep,29,1
adapter256,2,S4UJW3,pep,17,1
adapter256,2,S4UJW3,propep,27,1
adapter256,2,S4UJW3,propep,18,1
adapter256,2,U4N938,pep,33,0
adapter256,2,U5KJC9,pep,34,1
adapter256,2,U5KJJ1,pep,34,1
adapter256,2,U5KJM4,pep,34,1
adapter256,2,U5KJM6,pep,34,1
adapter256,2,U5KJT7,pep,34,1
adapter256,2,U5KJZ2,pep,34,1
adapter256,2,W8GNV3,pep,20,1
adapter256,2,W8GNV3,propep,30,1
adapter256,2,X5I9Y2,pep,13,1
adapter256,2,X5I9Y2,propep,28,1
adapter256,2,X5I9Z2,pep,18,1
adapter256,2,X5I9Z2,propep,26,1
adapter256,2,X5IFZ1,pep,24,0
adapter256,2,X5IFZ1,propep,23,0
adapter256,5,A0A024SH76,propep,6,1
adapter256,5,A0A059J5P2,propep,26,1
adapter256,5,A0A084G2W8,propep,31,0
adapter256,5,A0A125S9E4,propep,8,1
adapter256,5,A0A144LUY5,pep,30,0
adapter256,5,A0A144LUY5,pep,13,0
adapter256,5,A0A144LUY5,propep,30,1
adapter256,5,A0A144LUY5,propep,24,0
adapter256,5,A0A144LVL3,pep,32,0
adapter256,5,A0A144LVL3,pep,13,0
adapter256,5,A0A144LVL3,propep,30,1
adapter256,5,A0A144LVL3,propep,24,0
adapter256,5,A0A1B0GVD1,propep,27,1
adapter256,5,A0A1D0BR67,propep,36,1
adapter256,5,A0A1D0BZF5,propep,32,1
adapter256,5,A0A1P8VFM2,propep,21,0
adapter256,5,A0A384K116,propep,29,1
adapter256,5,A0A5C1ZW08,propep,33,1
adapter256,5,A0A5C1ZXT8,propep,33,1
adapter256,5,A0A5C2A2T2,propep,33,0
adapter256,5,A0A6B9L8Y4,pep,21,0
adapter256,5,A0A6B9L8Y4,propep,23,0
adapter256,5,A0AIY9,propep,9,1
adapter256,5,A0Q1T6,propep,9,1
adapter256,5,A0RJ49,propep,9,1
adapter256,5,A0RZB4,propep,26,1
adapter256,5,A0ZT93,propep,17,0
adapter256,5,A1EC31,pep,12,1
adapter256,5,A1JKC3,propep,48,0
adapter256,5,A2BDG0,propep,13,0
adapter256,5,A2BDG5,propep,38,1
adapter256,5,A2BDG9,propep,30,1
adapter256,5,A2RLA2,propep,9,1
adapter256,5,A2VE33,propep,19,1
adapter256,5,A2XHZ9,propep,25,1
adapter256,5,A2ZBG5,pep,5,1
adapter256,5,A2ZBG5,propep,5,1
adapter256,5,A3DBS4,propep,9,1
adapter256,5,A3F7X2,propep,33,0
adapter256,5,A4TL44,propep,42,1
adapter256,5,A4VUF9,propep,12,1
adapter256,5,A4W0Q0,propep,12,1
adapter256,5,A4XJS7,propep,10,1
adapter256,5,A5A6J6,pep,13,0
adapter256,5,A5A6P7,propep,26,1
adapter256,5,A5A752,pep,21,1
adapter256,5,A5I667,propep,9,1
adapter256,5,A5ITG9,propep,9,1
adapter256,5,A5LHG2,propep,7,0
adapter256,5,A5LHG2,propep,20,1
adapter256,5,A5N6K1,propep,9,1
adapter256,5,A5VKS3,propep,8,1
adapter256,5,A6BM07,propep,49,0
adapter256,5,A6LQR8,propep,9,1
adapter256,5,A6MFK9,propep,8,0
adapter256,5,A6P3B2,pep,7,1
adapter256,5,A6P3B2,pep,15,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,9,1
adapter256,5,A6P3B2,pep,9,1
adapter256,5,A6P3B2,pep,9,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,10,1
adapter256,5,A6P3B2,pep,7,1
adapter256,5,A6P3B2,pep,11,1
adapter256,5,A6P3B2,pep,11,1
adapter256,5,A6P3B2,propep,14,1
adapter256,5,A6QHI7,propep,9,1
adapter256,5,A6U2B3,propep,9,1
adapter256,5,A6XN32,propep,26,1
adapter256,5,A7FFL9,propep,42,1
adapter256,5,A7FXU7,propep,9,1
adapter256,5,A7GHK3,propep,9,1
adapter256,5,A7GTC2,propep,9,1
adapter256,5,A7RMN1,propep,13,1
adapter256,5,A7X362,propep,9,1
adapter256,5,A7Z783,propep,9,1
adapter256,5,A8AWF9,propep,12,1
